country,year,sex,age,suicides_no,population,gdp_for_year ($),gdp_per_capita ($),generation
Austria,2013,male,5-14 years,0-5,1e5-1e6,1e10-1e11,53000-53500,Generation Z
Austria,2014,male,75+ years,205-210,1e5-1e6,1e10-1e11,54000-54500,Silent
Austria,2014,male,55-74 years,280-285,1e5-1e6,1e10-1e11,54000-54500,Boomers
Austria,2014,male,35-54 years,320-325,1e6-1e7,1e10-1e11,54000-54500,Generation X
Austria,2014,female,75+ years,75-80,1e5-1e6,1e10-1e11,54000-54500,Silent
Austria,2014,male,25-34 years,95-100,1e5-1e6,1e10-1e11,54000-54500,Millenials
Austria,2014,male,15-24 years,75-80,1e5-1e6,1e10-1e11,54000-54500,Millenials
Austria,2014,female,55-74 years,105-110,1e5-1e6,1e10-1e11,54000-54500,Boomers
Austria,2014,female,35-54 years,90-95,1e6-1e7,1e10-1e11,54000-54500,Generation X
Austria,2014,female,25-34 years,25-30,1e5-1e6,1e10-1e11,54000-54500,Millenials
Austria,2014,female,15-24 years,15-20,1e5-1e6,1e10-1e11,54000-54500,Millenials
Austria,2014,male,5-14 years,0-5,1e5-1e6,1e10-1e11,54000-54500,Generation Z
Austria,2014,female,5-14 years,0-5,1e5-1e6,1e10-1e11,54000-54500,Generation Z
Austria,2015,male,75+ years,210-215,1e5-1e6,1e10-1e11,46000-46500,Silent
Austria,2015,male,55-74 years,290-295,1e5-1e6,1e10-1e11,46000-46500,Boomers
Austria,2015,male,35-54 years,310-315,1e6-1e7,1e10-1e11,46000-46500,Generation X
Austria,2015,female,75+ years,65-70,1e5-1e6,1e10-1e11,46000-46500,Silent
Austria,2015,male,25-34 years,75-80,1e5-1e6,1e10-1e11,46000-46500,Millenials
Austria,2015,male,15-24 years,60-65,1e5-1e6,1e10-1e11,46000-46500,Millenials
Austria,2015,female,55-74 years,95-100,1e5-1e6,1e10-1e11,46000-46500,Boomers
Austria,2015,female,35-54 years,75-80,1e6-1e7,1e10-1e11,46000-46500,Generation X
Austria,2015,female,15-24 years,15-20,1e5-1e6,1e10-1e11,46000-46500,Millenials
Austria,2015,female,25-34 years,20-25,1e5-1e6,1e10-1e11,46000-46500,Millenials
Austria,2015,female,5-14 years,0-5,1e5-1e6,1e10-1e11,46000-46500,Generation Z
Austria,2015,male,5-14 years,0-5,1e5-1e6,1e10-1e11,46000-46500,Generation Z
Austria,2016,male,75+ years,210-215,1e5-1e6,1e10-1e11,46500-47000,Silent
Austria,2016,male,55-74 years,285-290,1e5-1e6,1e10-1e11,46500-47000,Boomers
Austria,2016,male,35-54 years,255-260,1e6-1e7,1e10-1e11,46500-47000,Generation X
Austria,2016,male,25-34 years,85-90,1e5-1e6,1e10-1e11,46500-47000,Millenials
Austria,2016,female,75+ years,60-65,1e5-1e6,1e10-1e11,46500-47000,Silent
Austria,2016,male,15-24 years,55-60,1e5-1e6,1e10-1e11,46500-47000,Millenials
Austria,2016,female,55-74 years,95-100,1e6-1e7,1e10-1e11,46500-47000,Boomers
Austria,2016,female,35-54 years,90-95,1e6-1e7,1e10-1e11,46500-47000,Generation X
Austria,2016,female,15-24 years,20-25,1e5-1e6,1e10-1e11,46500-47000,Millenials
Austria,2016,female,25-34 years,15-20,1e5-1e6,1e10-1e11,46500-47000,Millenials
Azerbaijan,1990,male,35-54 years,40-45,1e5-1e6,1e8-1e9,1000-1500,Silent
Azerbaijan,1990,male,55-74 years,10-15,1e5-1e6,1e8-1e9,1000-1500,G.I. Generation
Azerbaijan,1990,male,25-34 years,15-20,1e5-1e6,1e8-1e9,1000-1500,Boomers
Azerbaijan,1990,male,15-24 years,15-20,1e5-1e6,1e8-1e9,1000-1500,Generation X
Azerbaijan,1990,male,75+ years,0-5,1e4-1e5,1e8-1e9,1000-1500,G.I. Generation
Azerbaijan,1990,female,75+ years,0-5,1e4-1e5,1e8-1e9,1000-1500,G.I. Generation
Azerbaijan,1990,female,55-74 years,5-10,1e5-1e6,1e8-1e9,1000-1500,G.I. Generation
Azerbaijan,1990,female,25-34 years,5-10,1e5-1e6,1e8-1e9,1000-1500,Boomers
Azerbaijan,1990,female,35-54 years,5-10,1e5-1e6,1e8-1e9,1000-1500,Silent
Azerbaijan,1990,female,15-24 years,0-5,1e5-1e6,1e8-1e9,1000-1500,Generation X
Azerbaijan,1990,male,5-14 years,0-5,1e5-1e6,1e8-1e9,1000-1500,Generation X
Azerbaijan,1990,female,5-14 years,0-5,1e5-1e6,1e8-1e9,1000-1500,Generation X
Azerbaijan,1991,male,75+ years,0-5,1e4-1e5,1e8-1e9,1000-1500,G.I. Generation
Azerbaijan,1991,male,55-74 years,20-25,1e5-1e6,1e8-1e9,1000-1500,Silent
Azerbaijan,1991,male,25-34 years,25-30,1e5-1e6,1e8-1e9,1000-1500,Boomers
Azerbaijan,1991,male,35-54 years,25-30,1e5-1e6,1e8-1e9,1000-1500,Boomers
Azerbaijan,1991,male,15-24 years,20-25,1e5-1e6,1e8-1e9,1000-1500,Generation X
Azerbaijan,1991,female,35-54 years,10-15,1e5-1e6,1e8-1e9,1000-1500,Boomers
Azerbaijan,1991,female,55-74 years,0-5,1e5-1e6,1e8-1e9,1000-1500,Silent
Azerbaijan,1991,female,15-24 years,5-10,1e5-1e6,1e8-1e9,1000-1500,Generation X
Azerbaijan,1991,female,75+ years,0-5,1e4-1e5,1e8-1e9,1000-1500,G.I. Generation
Azerbaijan,1991,female,25-34 years,5-10,1e5-1e6,1e8-1e9,1000-1500,Boomers
Azerbaijan,1991,female,5-14 years,0-5,1e5-1e6,1e8-1e9,1000-1500,Millenials
Azerbaijan,1991,male,5-14 years,0-5,1e5-1e6,1e8-1e9,1000-1500,Millenials
Azerbaijan,1992,male,35-54 years,35-40,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1992,male,55-74 years,15-20,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,1992,female,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,G.I. Generation
Azerbaijan,1992,male,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,G.I. Generation
Azerbaijan,1992,male,25-34 years,20-25,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1992,male,15-24 years,20-25,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1992,female,55-74 years,10-15,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,1992,female,25-34 years,5-10,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1992,female,15-24 years,5-10,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1992,female,35-54 years,0-5,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1992,female,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,1992,male,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,1993,male,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,G.I. Generation
Azerbaijan,1993,male,55-74 years,15-20,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,1993,female,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,G.I. Generation
Azerbaijan,1993,male,15-24 years,20-25,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1993,male,35-54 years,15-20,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1993,male,25-34 years,15-20,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1993,female,35-54 years,5-10,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1993,female,55-74 years,5-10,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,1993,female,25-34 years,5-10,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1993,female,15-24 years,5-10,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1993,female,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,1993,male,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,1994,male,55-74 years,5-10,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,1994,male,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,G.I. Generation
Azerbaijan,1994,male,35-54 years,10-15,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1994,female,55-74 years,0-5,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,1994,female,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,G.I. Generation
Azerbaijan,1994,female,35-54 years,5-10,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1994,female,25-34 years,0-5,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1994,female,15-24 years,0-5,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1994,male,25-34 years,0-5,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1994,male,15-24 years,0-5,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1994,female,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,1994,male,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,1995,male,75+ years,0-5,1e4-1e5,1e8-1e9,0-500,G.I. Generation
Azerbaijan,1995,male,35-54 years,15-20,1e5-1e6,1e8-1e9,0-500,Boomers
Azerbaijan,1995,male,55-74 years,5-10,1e5-1e6,1e8-1e9,0-500,Silent
Azerbaijan,1995,male,15-24 years,5-10,1e5-1e6,1e8-1e9,0-500,Generation X
Azerbaijan,1995,female,75+ years,0-5,1e4-1e5,1e8-1e9,0-500,G.I. Generation
Azerbaijan,1995,male,25-34 years,0-5,1e5-1e6,1e8-1e9,0-500,Generation X
Azerbaijan,1995,female,25-34 years,0-5,1e5-1e6,1e8-1e9,0-500,Generation X
Azerbaijan,1995,female,35-54 years,0-5,1e5-1e6,1e8-1e9,0-500,Boomers
Azerbaijan,1995,female,15-24 years,0-5,1e5-1e6,1e8-1e9,0-500,Generation X
Azerbaijan,1995,female,5-14 years,0-5,1e5-1e6,1e8-1e9,0-500,Millenials
Azerbaijan,1995,female,55-74 years,0-5,1e5-1e6,1e8-1e9,0-500,Silent
Azerbaijan,1995,male,5-14 years,0-5,1e5-1e6,1e8-1e9,0-500,Millenials
Azerbaijan,1996,male,55-74 years,15-20,1e5-1e6,1e8-1e9,0-500,Silent
Azerbaijan,1996,female,75+ years,0-5,1e4-1e5,1e8-1e9,0-500,G.I. Generation
Azerbaijan,1996,male,75+ years,0-5,1e4-1e5,1e8-1e9,0-500,G.I. Generation
Azerbaijan,1996,male,35-54 years,10-15,1e5-1e6,1e8-1e9,0-500,Boomers
Azerbaijan,1996,male,25-34 years,10-15,1e5-1e6,1e8-1e9,0-500,Generation X
Azerbaijan,1996,male,15-24 years,5-10,1e5-1e6,1e8-1e9,0-500,Generation X
Azerbaijan,1996,female,15-24 years,0-5,1e5-1e6,1e8-1e9,0-500,Generation X
Azerbaijan,1996,female,55-74 years,0-5,1e5-1e6,1e8-1e9,0-500,Silent
Azerbaijan,1996,female,35-54 years,0-5,1e5-1e6,1e8-1e9,0-500,Boomers
Azerbaijan,1996,female,25-34 years,0-5,1e5-1e6,1e8-1e9,0-500,Generation X
Azerbaijan,1996,female,5-14 years,0-5,1e5-1e6,1e8-1e9,0-500,Millenials
Azerbaijan,1996,male,5-14 years,0-5,1e5-1e6,1e8-1e9,0-500,Millenials
Azerbaijan,1997,male,55-74 years,20-25,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,1997,male,35-54 years,30-35,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1997,male,25-34 years,20-25,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1997,female,35-54 years,5-10,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1997,male,15-24 years,5-10,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1997,female,15-24 years,5-10,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1997,female,55-74 years,0-5,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,1997,female,25-34 years,0-5,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1997,female,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,1997,female,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,G.I. Generation
Azerbaijan,1997,male,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,1997,male,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,G.I. Generation
Azerbaijan,1998,male,35-54 years,15-20,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1998,female,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,G.I. Generation
Azerbaijan,1998,male,55-74 years,5-10,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,1998,male,25-34 years,10-15,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1998,female,55-74 years,0-5,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,1998,female,35-54 years,5-10,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1998,female,15-24 years,0-5,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1998,male,15-24 years,0-5,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1998,male,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,1998,female,25-34 years,0-5,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1998,female,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,1998,male,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,G.I. Generation
Azerbaijan,1999,male,35-54 years,15-20,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1999,male,55-74 years,5-10,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,1999,male,25-34 years,5-10,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1999,male,15-24 years,5-10,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1999,female,35-54 years,0-5,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,1999,female,55-74 years,0-5,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,1999,female,15-24 years,0-5,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1999,female,25-34 years,0-5,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,1999,female,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,1999,female,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,G.I. Generation
Azerbaijan,1999,male,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,1999,male,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,G.I. Generation
Azerbaijan,2000,male,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,G.I. Generation
Azerbaijan,2000,male,55-74 years,5-10,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,2000,female,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,G.I. Generation
Azerbaijan,2000,male,25-34 years,10-15,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,2000,male,35-54 years,10-15,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,2000,male,15-24 years,10-15,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,2000,female,55-74 years,0-5,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,2000,female,15-24 years,0-5,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,2000,female,25-34 years,0-5,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,2000,female,35-54 years,0-5,1e6-1e7,1e8-1e9,500-1000,Boomers
Azerbaijan,2000,female,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,2000,male,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,2001,male,55-74 years,30-35,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,2001,male,35-54 years,75-80,1e5-1e6,1e8-1e9,500-1000,Boomers
Azerbaijan,2001,male,15-24 years,55-60,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,2001,male,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,Silent
Azerbaijan,2001,female,75+ years,5-10,1e4-1e5,1e8-1e9,500-1000,Silent
Azerbaijan,2001,male,25-34 years,35-40,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,2001,female,55-74 years,20-25,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,2001,female,25-34 years,20-25,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,2001,male,5-14 years,20-25,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,2001,female,35-54 years,15-20,1e6-1e7,1e8-1e9,500-1000,Boomers
Azerbaijan,2001,female,15-24 years,5-10,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,2001,female,5-14 years,5-10,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,2002,male,55-74 years,15-20,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,2002,male,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,Silent
Azerbaijan,2002,male,35-54 years,30-35,1e6-1e7,1e8-1e9,500-1000,Boomers
Azerbaijan,2002,female,55-74 years,5-10,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,2002,male,25-34 years,5-10,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,2002,male,15-24 years,5-10,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,2002,female,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,Silent
Azerbaijan,2002,female,35-54 years,5-10,1e6-1e7,1e8-1e9,500-1000,Boomers
Azerbaijan,2002,female,25-34 years,0-5,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,2002,male,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,2002,female,15-24 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,2002,female,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,2003,male,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,Silent
Azerbaijan,2003,female,75+ years,0-5,1e4-1e5,1e8-1e9,500-1000,Silent
Azerbaijan,2003,male,55-74 years,10-15,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,2003,male,35-54 years,35-40,1e6-1e7,1e8-1e9,500-1000,Boomers
Azerbaijan,2003,male,15-24 years,15-20,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,2003,male,25-34 years,10-15,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,2003,female,55-74 years,5-10,1e5-1e6,1e8-1e9,500-1000,Silent
Azerbaijan,2003,female,15-24 years,5-10,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,2003,female,35-54 years,10-15,1e6-1e7,1e8-1e9,500-1000,Boomers
Azerbaijan,2003,male,5-14 years,5-10,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,2003,female,25-34 years,0-5,1e5-1e6,1e8-1e9,500-1000,Generation X
Azerbaijan,2003,female,5-14 years,0-5,1e5-1e6,1e8-1e9,500-1000,Millenials
Azerbaijan,2004,female,75+ years,0-5,1e4-1e5,1e8-1e9,1000-1500,Silent
Azerbaijan,2004,male,35-54 years,35-40,1e6-1e7,1e8-1e9,1000-1500,Boomers
Azerbaijan,2004,male,25-34 years,10-15,1e5-1e6,1e8-1e9,1000-1500,Generation X
Azerbaijan,2004,male,55-74 years,5-10,1e5-1e6,1e8-1e9,1000-1500,Silent
Azerbaijan,2004,male,15-24 years,5-10,1e5-1e6,1e8-1e9,1000-1500,Millenials
Azerbaijan,2004,female,55-74 years,0-5,1e5-1e6,1e8-1e9,1000-1500,Silent
Azerbaijan,2004,female,35-54 years,10-15,1e6-1e7,1e8-1e9,1000-1500,Boomers
Azerbaijan,2004,male,5-14 years,5-10,1e5-1e6,1e8-1e9,1000-1500,Millenials
Azerbaijan,2004,female,25-34 years,0-5,1e5-1e6,1e8-1e9,1000-1500,Generation X
Azerbaijan,2004,female,15-24 years,0-5,1e5-1e6,1e8-1e9,1000-1500,Millenials
Azerbaijan,2004,female,5-14 years,0-5,1e5-1e6,1e8-1e9,1000-1500,Millenials
Azerbaijan,2004,male,75+ years,0-5,1e4-1e5,1e8-1e9,1000-1500,Silent
Azerbaijan,2007,male,75+ years,0-5,1e4-1e5,1e9-1e10,4000-4500,Silent
Azerbaijan,2007,male,55-74 years,5-10,1e5-1e6,1e9-1e10,4000-4500,Silent
Azerbaijan,2007,male,35-54 years,10-15,1e6-1e7,1e9-1e10,4000-4500,Boomers
Azerbaijan,2007,male,25-34 years,5-10,1e5-1e6,1e9-1e10,4000-4500,Generation X
Azerbaijan,2007,female,75+ years,0-5,1e5-1e6,1e9-1e10,4000-4500,Silent
Azerbaijan,2007,female,15-24 years,0-5,1e5-1e6,1e9-1e10,4000-4500,Millenials
Azerbaijan,2007,male,5-14 years,0-5,1e5-1e6,1e9-1e10,4000-4500,Generation Z
Azerbaijan,2007,female,35-54 years,0-5,1e6-1e7,1e9-1e10,4000-4500,Boomers
Azerbaijan,2007,male,15-24 years,0-5,1e5-1e6,1e9-1e10,4000-4500,Millenials
Azerbaijan,2007,female,25-34 years,0-5,1e5-1e6,1e9-1e10,4000-4500,Generation X
Azerbaijan,2007,female,55-74 years,0-5,1e5-1e6,1e9-1e10,4000-4500,Silent
Azerbaijan,2007,female,5-14 years,0-5,1e5-1e6,1e9-1e10,4000-4500,Generation Z
Bahamas,1985,male,35-54 years,0-5,1e4-1e5,1e8-1e9,11000-11500,Silent
Bahamas,1985,female,15-24 years,0-5,1e4-1e5,1e8-1e9,11000-11500,Generation X
Bahamas,1985,female,25-34 years,0-5,1e4-1e5,1e8-1e9,11000-11500,Boomers
Bahamas,1985,female,35-54 years,0-5,1e4-1e5,1e8-1e9,11000-11500,Silent
Bahamas,1985,female,5-14 years,0-5,1e4-1e5,1e8-1e9,11000-11500,Generation X
Bahamas,1985,female,55-74 years,0-5,1e4-1e5,1e8-1e9,11000-11500,G.I. Generation
Bahamas,1985,female,75+ years,0-5,1e3-1e4,1e8-1e9,11000-11500,G.I. Generation
Bahamas,1985,male,15-24 years,0-5,1e4-1e5,1e8-1e9,11000-11500,Generation X
Bahamas,1985,male,25-34 years,0-5,1e4-1e5,1e8-1e9,11000-11500,Boomers
Bahamas,1985,male,5-14 years,0-5,1e4-1e5,1e8-1e9,11000-11500,Generation X
Bahamas,1985,male,55-74 years,0-5,1e3-1e4,1e8-1e9,11000-11500,G.I. Generation
Bahamas,1985,male,75+ years,0-5,1e3-1e4,1e8-1e9,11000-11500,G.I. Generation
Bahamas,1987,male,35-54 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Silent
Bahamas,1987,male,25-34 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Boomers
Bahamas,1987,female,15-24 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Generation X
Bahamas,1987,female,25-34 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Boomers
Bahamas,1987,female,35-54 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Silent
Bahamas,1987,female,5-14 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Generation X
Bahamas,1987,female,55-74 years,0-5,1e4-1e5,1e8-1e9,12000-12500,G.I. Generation
Bahamas,1987,female,75+ years,0-5,1e3-1e4,1e8-1e9,12000-12500,G.I. Generation
Bahamas,1987,male,15-24 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Generation X
Bahamas,1987,male,5-14 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Generation X
Bahamas,1987,male,55-74 years,0-5,1e4-1e5,1e8-1e9,12000-12500,G.I. Generation
Bahamas,1987,male,75+ years,0-5,1e3-1e4,1e8-1e9,12000-12500,G.I. Generation
Bahamas,1993,male,55-74 years,0-5,1e3-1e4,1e8-1e9,12500-13000,Silent
Bahamas,1993,female,55-74 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Silent
Bahamas,1993,male,25-34 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Boomers
Bahamas,1993,male,35-54 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Boomers
Bahamas,1993,male,15-24 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Generation X
Bahamas,1993,female,15-24 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Generation X
Bahamas,1993,female,25-34 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Boomers
Bahamas,1993,female,35-54 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Boomers
Bahamas,1993,female,5-14 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Millenials
Bahamas,1993,female,75+ years,0-5,1e3-1e4,1e8-1e9,12500-13000,G.I. Generation
Bahamas,1993,male,5-14 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Millenials
Bahamas,1993,male,75+ years,0-5,1e3-1e4,1e8-1e9,12500-13000,G.I. Generation
Bahamas,1994,male,35-54 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Boomers
Bahamas,1994,female,15-24 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Generation X
Bahamas,1994,female,25-34 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Boomers
Bahamas,1994,female,35-54 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Boomers
Bahamas,1994,female,5-14 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Millenials
Bahamas,1994,female,55-74 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Silent
Bahamas,1994,female,75+ years,0-5,1e3-1e4,1e8-1e9,13000-13500,G.I. Generation
Bahamas,1994,male,15-24 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Generation X
Bahamas,1994,male,25-34 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Boomers
Bahamas,1994,male,5-14 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Millenials
Bahamas,1994,male,55-74 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Silent
Bahamas,1994,male,75+ years,0-5,1e3-1e4,1e8-1e9,13000-13500,G.I. Generation
Bahamas,1995,male,25-34 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Generation X
Bahamas,1995,male,35-54 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Boomers
Bahamas,1995,female,15-24 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Generation X
Bahamas,1995,female,25-34 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Generation X
Bahamas,1995,female,35-54 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Boomers
Bahamas,1995,female,5-14 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Millenials
Bahamas,1995,female,55-74 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Silent
Bahamas,1995,female,75+ years,0-5,1e3-1e4,1e8-1e9,13000-13500,G.I. Generation
Bahamas,1995,male,15-24 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Generation X
Bahamas,1995,male,5-14 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Millenials
Bahamas,1995,male,55-74 years,0-5,1e4-1e5,1e8-1e9,13000-13500,Silent
Bahamas,1995,male,75+ years,0-5,1e3-1e4,1e8-1e9,13000-13500,G.I. Generation
