country,year,sex,age,suicides_no,population,gdp_for_year ($),gdp_per_capita ($),generation
Bahrain,2013,female,35-54 years,0-5,1e5-1e6,1e9-1e10,26500-27000,Generation X
Bahrain,2013,female,5-14 years,0-5,1e4-1e5,1e9-1e10,26500-27000,Generation Z
Bahrain,2013,female,55-74 years,0-5,1e4-1e5,1e9-1e10,26500-27000,Boomers
Bahrain,2013,female,75+ years,0-5,1e3-1e4,1e9-1e10,26500-27000,Silent
Bahrain,2013,male,5-14 years,0-5,1e4-1e5,1e9-1e10,26500-27000,Generation Z
Bahrain,2013,male,55-74 years,0-5,1e4-1e5,1e9-1e10,26500-27000,Boomers
Bahrain,2013,male,75+ years,0-5,1e3-1e4,1e9-1e10,26500-27000,Silent
Bahrain,2014,male,15-24 years,0-5,1e5-1e6,1e9-1e10,27500-28000,Millenials
Bahrain,2014,male,25-34 years,0-5,1e5-1e6,1e9-1e10,27500-28000,Millenials
Bahrain,2014,female,25-34 years,0-5,1e5-1e6,1e9-1e10,27500-28000,Millenials
Bahrain,2014,male,35-54 years,0-5,1e5-1e6,1e9-1e10,27500-28000,Generation X
Bahrain,2014,female,15-24 years,0-5,1e4-1e5,1e9-1e10,27500-28000,Millenials
Bahrain,2014,female,35-54 years,0-5,1e5-1e6,1e9-1e10,27500-28000,Generation X
Bahrain,2014,female,5-14 years,0-5,1e4-1e5,1e9-1e10,27500-28000,Generation Z
Bahrain,2014,female,55-74 years,0-5,1e4-1e5,1e9-1e10,27500-28000,Boomers
Bahrain,2014,female,75+ years,0-5,1e3-1e4,1e9-1e10,27500-28000,Silent
Bahrain,2014,male,5-14 years,0-5,1e4-1e5,1e9-1e10,27500-28000,Generation Z
Bahrain,2014,male,55-74 years,0-5,1e4-1e5,1e9-1e10,27500-28000,Boomers
Bahrain,2014,male,75+ years,0-5,1e3-1e4,1e9-1e10,27500-28000,Silent
Barbados,1985,male,75+ years,0-5,1e3-1e4,1e8-1e9,6000-6500,G.I. Generation
Barbados,1985,male,55-74 years,0-5,1e4-1e5,1e8-1e9,6000-6500,G.I. Generation
Barbados,1985,female,25-34 years,0-5,1e4-1e5,1e8-1e9,6000-6500,Boomers
Barbados,1985,male,25-34 years,0-5,1e4-1e5,1e8-1e9,6000-6500,Boomers
Barbados,1985,female,15-24 years,0-5,1e4-1e5,1e8-1e9,6000-6500,Generation X
Barbados,1985,female,35-54 years,0-5,1e4-1e5,1e8-1e9,6000-6500,Silent
Barbados,1985,female,5-14 years,0-5,1e4-1e5,1e8-1e9,6000-6500,Generation X
Barbados,1985,female,55-74 years,0-5,1e4-1e5,1e8-1e9,6000-6500,G.I. Generation
Barbados,1985,female,75+ years,0-5,1e3-1e4,1e8-1e9,6000-6500,G.I. Generation
Barbados,1985,male,15-24 years,0-5,1e4-1e5,1e8-1e9,6000-6500,Generation X
Barbados,1985,male,35-54 years,0-5,1e4-1e5,1e8-1e9,6000-6500,Silent
Barbados,1985,male,5-14 years,0-5,1e4-1e5,1e8-1e9,6000-6500,Generation X
Barbados,1986,male,35-54 years,0-5,1e4-1e5,1e8-1e9,6500-7000,Silent
Barbados,1986,male,15-24 years,0-5,1e4-1e5,1e8-1e9,6500-7000,Generation X
Barbados,1986,female,25-34 years,0-5,1e4-1e5,1e8-1e9,6500-7000,Boomers
Barbados,1986,male,25-34 years,0-5,1e4-1e5,1e8-1e9,6500-7000,Boomers
Barbados,1986,female,15-24 years,0-5,1e4-1e5,1e8-1e9,6500-7000,Generation X
Barbados,1986,female,35-54 years,0-5,1e4-1e5,1e8-1e9,6500-7000,Silent
Barbados,1986,female,5-14 years,0-5,1e4-1e5,1e8-1e9,6500-7000,Generation X
Barbados,1986,female,55-74 years,0-5,1e4-1e5,1e8-1e9,6500-7000,G.I. Generation
Barbados,1986,female,75+ years,0-5,1e3-1e4,1e8-1e9,6500-7000,G.I. Generation
Barbados,1986,male,5-14 years,0-5,1e4-1e5,1e8-1e9,6500-7000,Generation X
Barbados,1986,male,55-74 years,0-5,1e4-1e5,1e8-1e9,6500-7000,G.I. Generation
Barbados,1986,male,75+ years,0-5,1e3-1e4,1e8-1e9,6500-7000,G.I. Generation
Barbados,1987,female,35-54 years,0-5,1e4-1e5,1e8-1e9,7000-7500,Silent
Barbados,1987,male,55-74 years,0-5,1e4-1e5,1e8-1e9,7000-7500,G.I. Generation
Barbados,1987,male,35-54 years,0-5,1e4-1e5,1e8-1e9,7000-7500,Silent
Barbados,1987,male,25-34 years,0-5,1e4-1e5,1e8-1e9,7000-7500,Boomers
Barbados,1987,male,5-14 years,0-5,1e4-1e5,1e8-1e9,7000-7500,Generation X
Barbados,1987,female,15-24 years,0-5,1e4-1e5,1e8-1e9,7000-7500,Generation X
Barbados,1987,female,25-34 years,0-5,1e4-1e5,1e8-1e9,7000-7500,Boomers
Barbados,1987,female,5-14 years,0-5,1e4-1e5,1e8-1e9,7000-7500,Generation X
Barbados,1987,female,55-74 years,0-5,1e4-1e5,1e8-1e9,7000-7500,G.I. Generation
Barbados,1987,female,75+ years,0-5,1e3-1e4,1e8-1e9,7000-7500,G.I. Generation
Barbados,1987,male,15-24 years,0-5,1e4-1e5,1e8-1e9,7000-7500,Generation X
Barbados,1987,male,75+ years,0-5,1e3-1e4,1e8-1e9,7000-7500,G.I. Generation
Barbados,1988,male,25-34 years,0-5,1e4-1e5,1e8-1e9,7500-8000,Boomers
Barbados,1988,male,35-54 years,0-5,1e4-1e5,1e8-1e9,7500-8000,Silent
Barbados,1988,male,55-74 years,0-5,1e4-1e5,1e8-1e9,7500-8000,G.I. Generation
Barbados,1988,male,15-24 years,0-5,1e4-1e5,1e8-1e9,7500-8000,Generation X
Barbados,1988,female,55-74 years,0-5,1e4-1e5,1e8-1e9,7500-8000,G.I. Generation
Barbados,1988,female,15-24 years,0-5,1e4-1e5,1e8-1e9,7500-8000,Generation X
Barbados,1988,female,25-34 years,0-5,1e4-1e5,1e8-1e9,7500-8000,Boomers
Barbados,1988,female,35-54 years,0-5,1e4-1e5,1e8-1e9,7500-8000,Silent
Barbados,1988,female,5-14 years,0-5,1e4-1e5,1e8-1e9,7500-8000,Generation X
Barbados,1988,female,75+ years,0-5,1e3-1e4,1e8-1e9,7500-8000,G.I. Generation
Barbados,1988,male,5-14 years,0-5,1e4-1e5,1e8-1e9,7500-8000,Generation X
Barbados,1988,male,75+ years,0-5,1e3-1e4,1e8-1e9,7500-8000,G.I. Generation
Barbados,1989,male,35-54 years,5-10,1e4-1e5,1e8-1e9,8500-9000,Silent
Barbados,1989,male,55-74 years,0-5,1e4-1e5,1e8-1e9,8500-9000,G.I. Generation
Barbados,1989,male,15-24 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Generation X
Barbados,1989,female,25-34 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Boomers
Barbados,1989,female,15-24 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Generation X
Barbados,1989,male,25-34 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Boomers
Barbados,1989,female,35-54 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Silent
Barbados,1989,female,5-14 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Generation X
Barbados,1989,female,55-74 years,0-5,1e4-1e5,1e8-1e9,8500-9000,G.I. Generation
Barbados,1989,female,75+ years,0-5,1e3-1e4,1e8-1e9,8500-9000,G.I. Generation
Barbados,1989,male,5-14 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Generation X
Barbados,1989,male,75+ years,0-5,1e3-1e4,1e8-1e9,8500-9000,G.I. Generation
Barbados,1990,male,75+ years,0-5,1e3-1e4,1e8-1e9,8500-9000,G.I. Generation
Barbados,1990,male,35-54 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Silent
Barbados,1990,male,55-74 years,0-5,1e4-1e5,1e8-1e9,8500-9000,G.I. Generation
Barbados,1990,male,25-34 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Boomers
Barbados,1990,female,35-54 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Silent
Barbados,1990,female,55-74 years,0-5,1e4-1e5,1e8-1e9,8500-9000,G.I. Generation
Barbados,1990,male,15-24 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Generation X
Barbados,1990,female,15-24 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Generation X
Barbados,1990,female,25-34 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Boomers
Barbados,1990,female,5-14 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Generation X
Barbados,1990,female,75+ years,0-5,1e3-1e4,1e8-1e9,8500-9000,G.I. Generation
Barbados,1990,male,5-14 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Generation X
Barbados,1991,male,35-54 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Boomers
Barbados,1991,male,25-34 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Boomers
Barbados,1991,female,55-74 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Silent
Barbados,1991,male,15-24 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Generation X
Barbados,1991,male,55-74 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Silent
Barbados,1991,female,25-34 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Boomers
Barbados,1991,female,15-24 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Generation X
Barbados,1991,female,35-54 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Boomers
Barbados,1991,female,5-14 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Millenials
Barbados,1991,female,75+ years,0-5,1e3-1e4,1e8-1e9,8000-8500,G.I. Generation
Barbados,1991,male,5-14 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Millenials
Barbados,1991,male,75+ years,0-5,1e3-1e4,1e8-1e9,8000-8500,G.I. Generation
Barbados,1992,male,35-54 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Boomers
Barbados,1992,male,25-34 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Boomers
Barbados,1992,male,55-74 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Silent
Barbados,1992,female,55-74 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Silent
Barbados,1992,female,25-34 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Boomers
Barbados,1992,female,35-54 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Boomers
Barbados,1992,female,15-24 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Generation X
Barbados,1992,female,5-14 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Millenials
Barbados,1992,female,75+ years,0-5,1e3-1e4,1e8-1e9,8000-8500,G.I. Generation
Barbados,1992,male,15-24 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Generation X
Barbados,1992,male,5-14 years,0-5,1e4-1e5,1e8-1e9,8000-8500,Millenials
Barbados,1992,male,75+ years,0-5,1e3-1e4,1e8-1e9,8000-8500,G.I. Generation
Barbados,1993,male,55-74 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Silent
Barbados,1993,male,15-24 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Generation X
Barbados,1993,male,75+ years,0-5,1e3-1e4,1e8-1e9,8500-9000,G.I. Generation
Barbados,1993,male,25-34 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Boomers
Barbados,1993,male,35-54 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Boomers
Barbados,1993,female,55-74 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Silent
Barbados,1993,female,15-24 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Generation X
Barbados,1993,female,25-34 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Boomers
Barbados,1993,female,35-54 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Boomers
Barbados,1993,female,5-14 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Millenials
Barbados,1993,female,75+ years,0-5,1e3-1e4,1e8-1e9,8500-9000,G.I. Generation
Barbados,1993,male,5-14 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Millenials
Barbados,1994,male,55-74 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Silent
Barbados,1994,male,35-54 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Boomers
Barbados,1994,female,55-74 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Silent
Barbados,1994,male,5-14 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Millenials
Barbados,1994,female,25-34 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Boomers
Barbados,1994,male,15-24 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Generation X
Barbados,1994,female,35-54 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Boomers
Barbados,1994,female,15-24 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Generation X
Barbados,1994,female,5-14 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Millenials
Barbados,1994,female,75+ years,0-5,1e3-1e4,1e8-1e9,8500-9000,G.I. Generation
Barbados,1994,male,25-34 years,0-5,1e4-1e5,1e8-1e9,8500-9000,Boomers
Barbados,1994,male,75+ years,0-5,1e3-1e4,1e8-1e9,8500-9000,G.I. Generation
Barbados,1995,male,25-34 years,5-10,1e4-1e5,1e8-1e9,9000-9500,Generation X
Barbados,1995,male,35-54 years,0-5,1e4-1e5,1e8-1e9,9000-9500,Boomers
Barbados,1995,female,15-24 years,0-5,1e4-1e5,1e8-1e9,9000-9500,Generation X
Barbados,1995,male,55-74 years,0-5,1e4-1e5,1e8-1e9,9000-9500,Silent
Barbados,1995,female,35-54 years,0-5,1e4-1e5,1e8-1e9,9000-9500,Boomers
Barbados,1995,female,55-74 years,0-5,1e4-1e5,1e8-1e9,9000-9500,Silent
Barbados,1995,male,15-24 years,0-5,1e4-1e5,1e8-1e9,9000-9500,Generation X
Barbados,1995,female,25-34 years,0-5,1e4-1e5,1e8-1e9,9000-9500,Generation X
Barbados,1995,female,5-14 years,0-5,1e4-1e5,1e8-1e9,9000-9500,Millenials
Barbados,1995,female,75+ years,0-5,1e3-1e4,1e8-1e9,9000-9500,G.I. Generation
Barbados,1995,male,5-14 years,0-5,1e4-1e5,1e8-1e9,9000-9500,Millenials
Barbados,1995,male,75+ years,0-5,1e3-1e4,1e8-1e9,9000-9500,G.I. Generation
Barbados,2000,male,25-34 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Generation X
Barbados,2000,male,35-54 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Boomers
Barbados,2000,male,15-24 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Generation X
Barbados,2000,female,35-54 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Boomers
Barbados,2000,female,15-24 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Generation X
Barbados,2000,female,25-34 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Generation X
Barbados,2000,female,5-14 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Millenials
Barbados,2000,female,55-74 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Silent
Barbados,2000,female,75+ years,0-5,1e3-1e4,1e8-1e9,12000-12500,G.I. Generation
Barbados,2000,male,5-14 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Millenials
Barbados,2000,male,55-74 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Silent
Barbados,2000,male,75+ years,0-5,1e3-1e4,1e8-1e9,12000-12500,G.I. Generation
Barbados,2001,male,55-74 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Silent
Barbados,2001,male,35-54 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Boomers
Barbados,2001,female,15-24 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Millenials
Barbados,2001,female,25-34 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Generation X
Barbados,2001,female,35-54 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Boomers
Barbados,2001,female,5-14 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Millenials
Barbados,2001,female,55-74 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Silent
Barbados,2001,female,75+ years,0-5,1e3-1e4,1e8-1e9,12000-12500,Silent
Barbados,2001,male,15-24 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Millenials
Barbados,2001,male,25-34 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Generation X
Barbados,2001,male,5-14 years,0-5,1e4-1e5,1e8-1e9,12000-12500,Millenials
Barbados,2001,male,75+ years,0-5,1e3-1e4,1e8-1e9,12000-12500,Silent
Barbados,2002,female,15-24 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Millenials
Barbados,2002,female,25-34 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Generation X
Barbados,2002,female,35-54 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Boomers
Barbados,2002,female,5-14 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Millenials
Barbados,2002,female,55-74 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Silent
Barbados,2002,female,75+ years,0-5,1e3-1e4,1e8-1e9,12500-13000,Silent
Barbados,2002,male,15-24 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Millenials
Barbados,2002,male,25-34 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Generation X
Barbados,2002,male,35-54 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Boomers
Barbados,2002,male,5-14 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Millenials
Barbados,2002,male,55-74 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Silent
Barbados,2002,male,75+ years,0-5,1e3-1e4,1e8-1e9,12500-13000,Silent
Barbados,2003,female,15-24 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Millenials
Barbados,2003,female,25-34 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Generation X
Barbados,2003,female,35-54 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Boomers
Barbados,2003,female,5-14 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Millenials
Barbados,2003,female,55-74 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Silent
Barbados,2003,female,75+ years,0-5,1e3-1e4,1e8-1e9,12500-13000,Silent
Barbados,2003,male,15-24 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Millenials
Barbados,2003,male,25-34 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Generation X
Barbados,2003,male,35-54 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Boomers
Barbados,2003,male,5-14 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Millenials
Barbados,2003,male,55-74 years,0-5,1e4-1e5,1e8-1e9,12500-13000,Silent
Barbados,2003,male,75+ years,0-5,1e3-1e4,1e8-1e9,12500-13000,Silent
Barbados,2004,male,35-54 years,0-5,1e4-1e5,1e8-1e9,13500-14000,Boomers
Barbados,2004,female,15-24 years,0-5,1e4-1e5,1e8-1e9,13500-14000,Millenials
Barbados,2004,female,25-34 years,0-5,1e4-1e5,1e8-1e9,13500-14000,Generation X
Barbados,2004,female,35-54 years,0-5,1e4-1e5,1e8-1e9,13500-14000,Boomers
Barbados,2004,female,5-14 years,0-5,1e4-1e5,1e8-1e9,13500-14000,Millenials
Barbados,2004,female,55-74 years,0-5,1e4-1e5,1e8-1e9,13500-14000,Silent
Barbados,2004,female,75+ years,0-5,1e3-1e4,1e8-1e9,13500-14000,Silent
Barbados,2004,male,15-24 years,0-5,1e4-1e5,1e8-1e9,13500-14000,Millenials
Barbados,2004,male,25-34 years,0-5,1e4-1e5,1e8-1e9,13500-14000,Generation X
Barbados,2004,male,5-14 years,0-5,1e4-1e5,1e8-1e9,13500-14000,Millenials
Barbados,2004,male,55-74 years,0-5,1e4-1e5,1e8-1e9,13500-14000,Silent
Barbados,2004,male,75+ years,0-5,1e3-1e4,1e8-1e9,13500-14000,Silent
Barbados,2005,male,35-54 years,0-5,1e4-1e5,1e8-1e9,15000-15500,Boomers
Barbados,2005,female,15-24 years,0-5,1e4-1e5,1e8-1e9,15000-15500,Millenials
Barbados,2005,female,25-34 years,0-5,1e4-1e5,1e8-1e9,15000-15500,Generation X
Barbados,2005,female,35-54 years,0-5,1e4-1e5,1e8-1e9,15000-15500,Boomers
Barbados,2005,female,5-14 years,0-5,1e4-1e5,1e8-1e9,15000-15500,Millenials
Barbados,2005,female,55-74 years,0-5,1e4-1e5,1e8-1e9,15000-15500,Silent
Barbados,2005,female,75+ years,0-5,1e3-1e4,1e8-1e9,15000-15500,Silent
Barbados,2005,male,15-24 years,0-5,1e4-1e5,1e8-1e9,15000-15500,Millenials
Barbados,2005,male,25-34 years,0-5,1e4-1e5,1e8-1e9,15000-15500,Generation X
Barbados,2005,male,5-14 years,0-5,1e4-1e5,1e8-1e9,15000-15500,Millenials
Barbados,2005,male,55-74 years,0-5,1e4-1e5,1e8-1e9,15000-15500,Silent
Barbados,2005,male,75+ years,0-5,1e3-1e4,1e8-1e9,15000-15500,Silent
Barbados,2006,male,75+ years,0-5,1e3-1e4,1e8-1e9,16500-17000,Silent
Barbados,2006,male,35-54 years,0-5,1e4-1e5,1e8-1e9,16500-17000,Boomers
Barbados,2006,male,25-34 years,0-5,1e4-1e5,1e8-1e9,16500-17000,Generation X
Barbados,2006,male,55-74 years,0-5,1e4-1e5,1e8-1e9,16500-17000,Silent
Barbados,2006,female,15-24 years,0-5,1e4-1e5,1e8-1e9,16500-17000,Millenials
Barbados,2006,female,25-34 years,0-5,1e4-1e5,1e8-1e9,16500-17000,Generation X
Barbados,2006,female,35-54 years,0-5,1e4-1e5,1e8-1e9,16500-17000,Boomers
Barbados,2006,female,5-14 years,0-5,1e4-1e5,1e8-1e9,16500-17000,Millenials
Barbados,2006,female,55-74 years,0-5,1e4-1e5,1e8-1e9,16500-17000,Silent
Barbados,2006,female,75+ years,0-5,1e3-1e4,1e8-1e9,16500-17000,Silent
Barbados,2006,male,15-24 years,0-5,1e4-1e5,1e8-1e9,16500-17000,Millenials
Barbados,2006,male,5-14 years,0-5,1e4-1e5,1e8-1e9,16500-17000,Millenials
Barbados,2007,female,15-24 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Millenials
Barbados,2007,female,25-34 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Generation X
Barbados,2007,female,35-54 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Boomers
Barbados,2007,female,5-14 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Generation Z
Barbados,2007,female,55-74 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Silent
Barbados,2007,female,75+ years,0-5,1e3-1e4,1e8-1e9,17500-18000,Silent
Barbados,2007,male,15-24 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Millenials
Barbados,2007,male,25-34 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Generation X
Barbados,2007,male,35-54 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Boomers
Barbados,2007,male,5-14 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Generation Z
Barbados,2007,male,55-74 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Silent
Barbados,2007,male,75+ years,0-5,1e3-1e4,1e8-1e9,17500-18000,Silent
Barbados,2008,female,35-54 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Boomers
Barbados,2008,female,15-24 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Millenials
Barbados,2008,female,25-34 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Generation X
Barbados,2008,female,5-14 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Generation Z
Barbados,2008,female,55-74 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Silent
Barbados,2008,female,75+ years,0-5,1e3-1e4,1e8-1e9,17500-18000,Silent
Barbados,2008,male,15-24 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Millenials
Barbados,2008,male,25-34 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Generation X
Barbados,2008,male,35-54 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Boomers
Barbados,2008,male,5-14 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Generation Z
Barbados,2008,male,55-74 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Silent
Barbados,2008,male,75+ years,0-5,1e3-1e4,1e8-1e9,17500-18000,Silent
Barbados,2009,male,75+ years,0-5,1e3-1e4,1e8-1e9,17000-17500,Silent
Barbados,2009,male,35-54 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Boomers
Barbados,2009,male,55-74 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Silent
Barbados,2009,female,15-24 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Millenials
Barbados,2009,female,25-34 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Generation X
Barbados,2009,female,35-54 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Boomers
Barbados,2009,female,5-14 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Generation Z
Barbados,2009,female,55-74 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Silent
Barbados,2009,female,75+ years,0-5,1e3-1e4,1e8-1e9,17000-17500,Silent
Barbados,2009,male,15-24 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Millenials
Barbados,2009,male,25-34 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Generation X
Barbados,2009,male,5-14 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Generation Z
Barbados,2010,male,35-54 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Generation X
Barbados,2010,female,15-24 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Millenials
Barbados,2010,female,25-34 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Generation X
Barbados,2010,female,35-54 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Generation X
Barbados,2010,female,5-14 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Generation Z
Barbados,2010,female,55-74 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Silent
Barbados,2010,female,75+ years,0-5,1e3-1e4,1e8-1e9,17000-17500,Silent
Barbados,2010,male,15-24 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Millenials
Barbados,2010,male,25-34 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Generation X
Barbados,2010,male,5-14 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Generation Z
Barbados,2010,male,55-74 years,0-5,1e4-1e5,1e8-1e9,17000-17500,Silent
Barbados,2010,male,75+ years,0-5,1e3-1e4,1e8-1e9,17000-17500,Silent
Barbados,2011,female,15-24 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Millenials
Barbados,2011,female,25-34 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Millenials
Barbados,2011,female,35-54 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Generation X
Barbados,2011,female,5-14 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Generation Z
Barbados,2011,female,55-74 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Boomers
Barbados,2011,female,75+ years,0-5,1e4-1e5,1e8-1e9,17500-18000,Silent
Barbados,2011,male,15-24 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Millenials
Barbados,2011,male,25-34 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Millenials
Barbados,2011,male,35-54 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Generation X
Barbados,2011,male,5-14 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Generation Z
Barbados,2011,male,55-74 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Boomers
Barbados,2011,male,75+ years,0-5,1e3-1e4,1e8-1e9,17500-18000,Silent
Barbados,2012,female,15-24 years,0-5,1e4-1e5,1e8-1e9,17500-18000,Millenials
